Entity,Code,Year,Share of the population using safely managed drinking water services
Nepal,NPL,2002,27.299574
Nepal,NPL,2003,27.560543
Nepal,NPL,2004,27.82055
Nepal,NPL,2005,28.07956
Nepal,NPL,2006,28.337532
Nepal,NPL,2007,28.594538
Nepal,NPL,2008,28.850422
Nepal,NPL,2009,29.105146
Nepal,NPL,2010,29.358671
Nepal,NPL,2011,29.61106
Nepal,NPL,2012,29.862654
Nepal,NPL,2013,28.432566
Nepal,NPL,2014,26.976387
Nepal,NPL,2015,25.494219
Nepal,NPL,2016,23.986555
Nepal,NPL,2017,22.453627
Nepal,NPL,2018,20.895864
Nepal,NPL,2019,19.313541
Nepal,NPL,2020,17.707117
Nepal,NPL,2021,16.0769
Nepal,NPL,2022,16.116636
Netherlands,NLD,2000,99.99387
Netherlands,NLD,2001,99.99269
Netherlands,NLD,2002,99.99151
Netherlands,NLD,2003,99.99033
Netherlands,NLD,2004,99.98915
Netherlands,NLD,2005,99.98797
Netherlands,NLD,2006,99.986786
Netherlands,NLD,2007,99.98561
Netherlands,NLD,2008,99.98443
Netherlands,NLD,2009,99.983246
Netherlands,NLD,2010,99.98206
Netherlands,NLD,2011,99.98088
Netherlands,NLD,2012,99.979706
Netherlands,NLD,2013,99.97852
Netherlands,NLD,2014,99.97734
Netherlands,NLD,2015,99.97616
Netherlands,NLD,2016,99.974976
Netherlands,NLD,2017,99.9738
Netherlands,NLD,2018,99.97262
Netherlands,NLD,2019,99.971436
Netherlands,NLD,2020,99.97026
Netherlands,NLD,2021,99.96908
Netherlands,NLD,2022,99.96789
New Caledonia,NCL,2000,87.04396
New Caledonia,NCL,2001,87.04396
New Caledonia,NCL,2002,87.04396
New Caledonia,NCL,2003,87.70611
New Caledonia,NCL,2004,88.37045
New Caledonia,NCL,2005,89.036995
New Caledonia,NCL,2006,89.705734
New Caledonia,NCL,2007,90.37666
New Caledonia,NCL,2008,91.04979
New Caledonia,NCL,2009,91.72511
New Caledonia,NCL,2010,92.40263
New Caledonia,NCL,2011,93.08235
New Caledonia,NCL,2012,93.76426
New Caledonia,NCL,2013,94.448364
New Caledonia,NCL,2014,95.134674
New Caledonia,NCL,2015,95.50278
New Caledonia,NCL,2016,95.72986
New Caledonia,NCL,2017,95.95695
New Caledonia,NCL,2018,96.18403
New Caledonia,NCL,2019,96.41112
New Caledonia,NCL,2020,96.6382
New Caledonia,NCL,2021,96.86529
New Caledonia,NCL,2022,96.86529
New Zealand,NZL,2000,84.39357
New Zealand,NZL,2001,84.39357
New Zealand,NZL,2002,84.39357
New Zealand,NZL,2003,84.39357
New Zealand,NZL,2004,84.39357
New Zealand,NZL,2005,84.39357
New Zealand,NZL,2006,85.37428
New Zealand,NZL,2007,86.355
New Zealand,NZL,2008,87.33571
New Zealand,NZL,2009,88.31643
New Zealand,NZL,2010,89.29714
New Zealand,NZL,2011,90.27786
New Zealand,NZL,2012,91.258575
New Zealand,NZL,2013,92.23929
New Zealand,NZL,2014,93.22
New Zealand,NZL,2015,94.200714
New Zealand,NZL,2016,95.18143
New Zealand,NZL,2017,96.16215
New Zealand,NZL,2018,97.14286
New Zealand,NZL,2019,98.12357
New Zealand,NZL,2020,99.10429
New Zealand,NZL,2021,100
New Zealand,NZL,2022,100
Nicaragua,NIC,2000,47.849022
Nicaragua,NIC,2001,47.949993
Nicaragua,NIC,2002,48.051052
Nicaragua,NIC,2003,48.152588
Nicaragua,NIC,2004,48.2546
Nicaragua,NIC,2005,48.358696
Nicaragua,NIC,2006,48.481026
Nicaragua,NIC,2007,48.60358
Nicaragua,NIC,2008,49.635544
Nicaragua,NIC,2009,50.656265
Nicaragua,NIC,2010,51.666187
Nicaragua,NIC,2011,52.665356
Nicaragua,NIC,2012,53.653816
Nicaragua,NIC,2013,54.63162
Nicaragua,NIC,2014,55.080795
Nicaragua,NIC,2015,55.167545
Nicaragua,NIC,2016,55.25507
Nicaragua,NIC,2017,55.310844
Nicaragua,NIC,2018,55.374985
Nicaragua,NIC,2019,55.443436
Nicaragua,NIC,2020,55.51592
Nigeria,NGA,2000,12.600809
Nigeria,NGA,2001,12.965819
Nigeria,NGA,2002,13.777433
Nigeria,NGA,2003,14.61391
Nigeria,NGA,2004,15.4754925
Nigeria,NGA,2005,16.362274
Nigeria,NGA,2006,17.274704
Nigeria,NGA,2007,18.213123
Nigeria,NGA,2008,19.177872
Nigeria,NGA,2009,20.16865
Nigeria,NGA,2010,21.18622
Nigeria,NGA,2011,22.228798
Nigeria,NGA,2012,23.201637
Nigeria,NGA,2013,23.791672
Nigeria,NGA,2014,24.37981
Nigeria,NGA,2015,24.965881
Nigeria,NGA,2016,25.549215
Nigeria,NGA,2017,26.130014
Nigeria,NGA,2018,26.707813
Nigeria,NGA,2019,27.282337
Nigeria,NGA,2020,27.85349
Nigeria,NGA,2021,28.42103
Nigeria,NGA,2022,28.984884
Niue,NIU,2000,98.25068
Niue,NIU,2001,98.25068
Niue,NIU,2002,98.25068
Niue,NIU,2003,98.25068
Niue,NIU,2004,98.25068
Niue,NIU,2005,98.103355
Niue,NIU,2006,97.956024
Niue,NIU,2007,97.8087
Niue,NIU,2008,97.66137
Niue,NIU,2009,97.514046
Niue,NIU,2010,97.366714
Niue,NIU,2011,97.11403
Niue,NIU,2012,96.664246
Niue,NIU,2013,96.215385
Niue,NIU,2014,95.76744
Niue,NIU,2015,95.32041
Niue,NIU,2016,94.874306
Niue,NIU,2017,94.429115
Niue,NIU,2018,93.98485
Niue,NIU,2019,93.5415
Niue,NIU,2020,93.5415
Niue,NIU,2021,93.5415
Niue,NIU,2022,93.5415
North Korea,PRK,2000,68.99947
North Korea,PRK,2001,69.01835
North Korea,PRK,2002,69.03723
North Korea,PRK,2003,69.05587
North Korea,PRK,2004,69.036316
North Korea,PRK,2005,68.8284
North Korea,PRK,2006,68.62117
North Korea,PRK,2007,68.41413
North Korea,PRK,2008,68.20753
North Korea,PRK,2009,68.020874
North Korea,PRK,2010,67.842
North Korea,PRK,2011,67.66362
North Korea,PRK,2012,67.48652
North Korea,PRK,2013,67.31016
North Korea,PRK,2014,67.1348
North Korea,PRK,2015,66.96019
North Korea,PRK,2016,66.79067
North Korea,PRK,2017,66.625824
North Korea,PRK,2018,66.46603
North Korea,PRK,2019,66.31141
North Korea,PRK,2020,66.3809
North Korea,PRK,2021,66.45432
North Korea,PRK,2022,66.5314
North Macedonia,MKD,2000,80.47444
North Macedonia,MKD,2001,80.45274
North Macedonia,MKD,2002,80.43104
North Macedonia,MKD,2003,80.409325
North Macedonia,MKD,2004,80.38752
North Macedonia,MKD,2005,80.37092
North Macedonia,MKD,2006,80.357506
North Macedonia,MKD,2007,80.347275
North Macedonia,MKD,2008,80.34019
North Macedonia,MKD,2009,80.33632
North Macedonia,MKD,2010,80.335556
North Macedonia,MKD,2011,80.33797
North Macedonia,MKD,2012,80.34343
North Macedonia,MKD,2013,80.35201
North Macedonia,MKD,2014,80.36369
North Macedonia,MKD,2015,80.37824
North Macedonia,MKD,2016,80.39584
North Macedonia,MKD,2017,80.41637
North Macedonia,MKD,2018,80.32379
North Macedonia,MKD,2019,80.35073
North Macedonia,MKD,2020,80.3805
North Macedonia,MKD,2021,80.413185
North Macedonia,MKD,2022,80.44703
Northern Africa and Western Asia (SDG),,2000,66.55517
Northern Africa and Western Asia (SDG),,2001,66.64198
Northern Africa and Western Asia (SDG),,2002,67.01415
Northern Africa and Western Asia (SDG),,2003,67.43754
Northern Africa and Western Asia (SDG),,2004,67.87031
Northern Africa and Western Asia (SDG),,2005,68.49789
Northern Africa and Western Asia (SDG),,2006,69.2775
Northern Africa and Western Asia (SDG),,2007,70.13754
Northern Africa and Western Asia (SDG),,2008,70.90767
Northern Africa and Western Asia (SDG),,2009,71.59604
Northern Africa and Western Asia (SDG),,2010,72.304375
Northern Africa and Western Asia (SDG),,2011,72.908875
Northern Africa and Western Asia (SDG),,2012,73.41792
Northern Africa and Western Asia (SDG),,2013,73.88018
Northern Africa and Western Asia (SDG),,2014,74.32687
Northern Africa and Western Asia (SDG),,2015,74.84512
Northern Africa and Western Asia (SDG),,2016,75.39509
Northern Africa and Western Asia (SDG),,2017,75.95083
Northern Africa and Western Asia (SDG),,2018,76.25633
Northern Africa and Western Asia (SDG),,2019,76.56567
Northern Africa and Western Asia (SDG),,2020,76.8232
Northern Africa and Western Asia (SDG),,2021,76.81537
Northern Africa and Western Asia (SDG),,2022,76.90275
Northern Mariana Islands,MNP,2000,82.02754
Northern Mariana Islands,MNP,2001,82.20466
Northern Mariana Islands,MNP,2002,82.381775
Northern Mariana Islands,MNP,2003,82.55888
Northern Mariana Islands,MNP,2004,83.12269
Northern Mariana Islands,MNP,2005,83.688156
Northern Mariana Islands,MNP,2006,84.25527
Northern Mariana Islands,MNP,2007,84.82404
Northern Mariana Islands,MNP,2008,85.39447
Northern Mariana Islands,MNP,2009,85.96655
Northern Mariana Islands,MNP,2010,86.54029
Northern Mariana Islands,MNP,2011,87.115685
Northern Mariana Islands,MNP,2012,87.69273
Northern Mariana Islands,MNP,2013,88.27144
Northern Mariana Islands,MNP,2014,88.85181
Northern Mariana Islands,MNP,2015,89.43382
Northern Mariana Islands,MNP,2016,89.84742
Northern Mariana Islands,MNP,2017,90.2433
Northern Mariana Islands,MNP,2018,90.639175
Northern Mariana Islands,MNP,2019,90.639175
Northern Mariana Islands,MNP,2020,90.639175
Northern Mariana Islands,MNP,2021,90.639175
Northern Mariana Islands,MNP,2022,90.639175
Norway,NOR,2000,99.90883
Norway,NOR,2001,99.90883
Norway,NOR,2002,99.90883
Norway,NOR,2003,99.85454
Norway,NOR,2004,99.800255
Norway,NOR,2005,99.745964
Norway,NOR,2006,99.69168
Norway,NOR,2007,99.6374
Norway,NOR,2008,99.58311
Norway,NOR,2009,99.528824
Norway,NOR,2010,99.47454
Norway,NOR,2011,99.42025
Norway,NOR,2012,99.36597
Norway,NOR,2013,99.31168
Norway,NOR,2014,99.25739
Norway,NOR,2015,99.20311
Norway,NOR,2016,99.14882
Norway,NOR,2017,99.094536
Norway,NOR,2018,99.040245
Norway,NOR,2019,98.98596
Norway,NOR,2020,98.93168
Norway,NOR,2021,98.877396
Norway,NOR,2022,98.82311
Oman,OMN,2000,83.89832
Oman,OMN,2001,83.89375
Oman,OMN,2002,83.889175
Oman,OMN,2003,83.8846
Oman,OMN,2004,83.957375
Oman,OMN,2005,84.32566
Oman,OMN,2006,84.69062
Oman,OMN,2007,85.05205
Oman,OMN,2008,85.40998
Oman,OMN,2009,85.76402
Oman,OMN,2010,86.11467
Oman,OMN,2011,86.56857
Oman,OMN,2012,87.09616
Oman,OMN,2013,87.60554
Oman,OMN,2014,88.09872
Oman,OMN,2015,88.575356
Oman,OMN,2016,89.036385
Oman,OMN,2017,89.47487
Oman,OMN,2018,89.8931
Oman,OMN,2019,90.26776
Oman,OMN,2020,90.55717
Oman,OMN,2021,90.710655
Oman,OMN,2022,90.851746
Pakistan,PAK,2000,34.82704
Pakistan,PAK,2001,34.93716
Pakistan,PAK,2002,35.047283
Pakistan,PAK,2003,35.157074
Pakistan,PAK,2004,35.266693
Pakistan,PAK,2005,35.56516
Pakistan,PAK,2006,35.865868
Pakistan,PAK,2007,36.168842
Pakistan,PAK,2008,36.47391
Pakistan,PAK,2009,37.465393
Pakistan,PAK,2010,38.4596
Pakistan,PAK,2011,39.45648
Pakistan,PAK,2012,40.455967
Pakistan,PAK,2013,41.457695
Pakistan,PAK,2014,42.46194
Pakistan,PAK,2015,43.46864
Pakistan,PAK,2016,44.47773
Pakistan,PAK,2017,45.48902
Pakistan,PAK,2018,46.504486
Pakistan,PAK,2019,47.523884
Pakistan,PAK,2020,48.546833
Pakistan,PAK,2021,49.572968
Pakistan,PAK,2022,50.60178
Palau,PLW,2000,65.43092
Palau,PLW,2001,66.31456
Palau,PLW,2002,67.19252
Palau,PLW,2003,68.06477
Palau,PLW,2004,69.1379
Palau,PLW,2005,70.22563
Palau,PLW,2006,71.32815
Palau,PLW,2007,72.44462
Palau,PLW,2008,73.57509
Palau,PLW,2009,74.71843
Palau,PLW,2010,75.87469
Palau,PLW,2011,77.04291
Palau,PLW,2012,78.22348
Palau,PLW,2013,79.41483
Palau,PLW,2014,80.61709
Palau,PLW,2015,81.829796
Palau,PLW,2016,83.04818
Palau,PLW,2017,84.27134
Palau,PLW,2018,85.49878
Palau,PLW,2019,86.72965
Palau,PLW,2020,87.96424
Palau,PLW,2021,89.20143
Palau,PLW,2022,90.44085
Palestine,PSE,2000,73.13645
Palestine,PSE,2001,73.46891
Palestine,PSE,2002,73.80082
Palestine,PSE,2003,74.13202
Palestine,PSE,2004,74.46268
Palestine,PSE,2005,74.79263
Palestine,PSE,2006,75.12199
Palestine,PSE,2007,75.45079
Palestine,PSE,2008,75.77892
Palestine,PSE,2009,76.10691
Palestine,PSE,2010,76.43481
Palestine,PSE,2011,76.76253
Palestine,PSE,2012,77.09004
Palestine,PSE,2013,77.41733
Palestine,PSE,2014,77.744354
Palestine,PSE,2015,78.07105
Palestine,PSE,2016,78.3974
Palestine,PSE,2017,78.723434
Palestine,PSE,2018,79.04902
Palestine,PSE,2019,79.374245
Palestine,PSE,2020,79.698944
Palestine,PSE,2021,80.02319
Palestine,PSE,2022,80.330185
Paraguay,PRY,2000,49.83634
Paraguay,PRY,2001,50.792397
Paraguay,PRY,2002,51.734894
Paraguay,PRY,2003,52.56899
Paraguay,PRY,2004,53.37761
Paraguay,PRY,2005,54.17942
Paraguay,PRY,2006,54.97409
Paraguay,PRY,2007,55.761646
Paraguay,PRY,2008,56.542442
Paraguay,PRY,2009,57.316162
Paraguay,PRY,2010,58.082848
Paraguay,PRY,2011,58.84252
Paraguay,PRY,2012,59.595493
Paraguay,PRY,2013,60.33296
Paraguay,PRY,2014,61.061073
Paraguay,PRY,2015,61.78319
Paraguay,PRY,2016,62.499588
Paraguay,PRY,2017,63.209805
Paraguay,PRY,2018,63.916706
Paraguay,PRY,2019,64.01893
Paraguay,PRY,2020,64.08422
Paraguay,PRY,2021,64.15145
Paraguay,PRY,2022,64.220604
Peru,PER,2000,44.898407
Peru,PER,2001,45.297035
Peru,PER,2002,45.691906
Peru,PER,2003,46.08346
Peru,PER,2004,46.471317
Peru,PER,2005,46.855087
Peru,PER,2006,47.235638
Peru,PER,2007,47.612167
Peru,PER,2008,47.933006
Peru,PER,2009,48.228485
Peru,PER,2010,48.52299
Peru,PER,2011,48.81574
Peru,PER,2012,49.10753
Peru,PER,2013,49.39757
Peru,PER,2014,49.686287
Peru,PER,2015,49.974052
Peru,PER,2016,50.260113
Peru,PER,2017,50.544853
Peru,PER,2018,50.83094
Peru,PER,2019,51.117947
Peru,PER,2020,51.406208
Peru,PER,2021,51.695312
Peru,PER,2022,51.98521
Philippines,PHL,2000,40.57443
Philippines,PHL,2001,40.68244
Philippines,PHL,2002,41.828182
Philippines,PHL,2003,42.992058
Philippines,PHL,2004,44.174133
Philippines,PHL,2005,44.532215
Philippines,PHL,2006,44.669987
Philippines,PHL,2007,44.80796
Philippines,PHL,2008,44.94614
Philippines,PHL,2009,45.08481
Philippines,PHL,2010,45.236443
Philippines,PHL,2011,45.452885
Philippines,PHL,2012,45.66887
Philippines,PHL,2013,45.884674
Philippines,PHL,2014,46.099743
Philippines,PHL,2015,46.314632
Philippines,PHL,2016,46.529064
Philippines,PHL,2017,46.747444
Philippines,PHL,2018,46.97026
Philippines,PHL,2019,47.197174
Philippines,PHL,2020,47.428127
Philippines,PHL,2021,47.66306
Philippines,PHL,2022,47.901905
Poland,POL,2005,91.9585
Poland,POL,2006,92.34341
Poland,POL,2007,92.729965
Poland,POL,2008,93.118195
Poland,POL,2009,93.50833
Poland,POL,2010,93.23505
Poland,POL,2011,92.95179
Poland,POL,2012,92.65699
Poland,POL,2013,92.35212
Poland,POL,2014,92.0369
Poland,POL,2015,91.71145
Poland,POL,2016,91.37842
Poland,POL,2017,91.038124
Poland,POL,2018,90.69059
Poland,POL,2019,90.335976
Poland,POL,2020,89.61919
Poland,POL,2021,88.90618
Poland,POL,2022,88.9145
Portugal,PRT,2000,93.65894
Portugal,PRT,2001,93.693436
Portugal,PRT,2002,93.72778
Portugal,PRT,2003,93.76341
Portugal,PRT,2004,93.80032
Portugal,PRT,2005,93.838234
Portugal,PRT,2006,93.87748
Portugal,PRT,2007,93.91785
Portugal,PRT,2008,93.9594
Portugal,PRT,2009,94.0019
Portugal,PRT,2010,94.12394
Portugal,PRT,2011,94.24457
Portugal,PRT,2012,94.363716
Portugal,PRT,2013,94.452354
Portugal,PRT,2014,94.53891
Portugal,PRT,2015,94.623344
Portugal,PRT,2016,94.70568
Portugal,PRT,2017,94.78596
Portugal,PRT,2018,94.864136
Portugal,PRT,2019,94.94031
Portugal,PRT,2020,95.01444
Portugal,PRT,2021,95.08658
Portugal,PRT,2022,95.15673
Puerto Rico,PRI,2000,75.13195
Puerto Rico,PRI,2001,75.24593
Puerto Rico,PRI,2002,75.35992
Puerto Rico,PRI,2003,75.47389
Puerto Rico,PRI,2004,75.587875
Puerto Rico,PRI,2005,75.70186
Puerto Rico,PRI,2006,75.81584
Puerto Rico,PRI,2007,75.92982
Puerto Rico,PRI,2008,76.0438
Puerto Rico,PRI,2009,78.83245
Puerto Rico,PRI,2010,81.62911
Puerto Rico,PRI,2011,84.43378
Puerto Rico,PRI,2012,87.24645
Puerto Rico,PRI,2013,90.06713
Puerto Rico,PRI,2014,92.89581
Puerto Rico,PRI,2015,95.732506
Puerto Rico,PRI,2016,98.5772
Puerto Rico,PRI,2017,99.446144
Puerto Rico,PRI,2018,99.741165
Puerto Rico,PRI,2019,99.87311
Puerto Rico,PRI,2020,99.87311
Puerto Rico,PRI,2021,99.87311
Puerto Rico,PRI,2022,99.87311
Qatar,QAT,2000,96.34022
Qatar,QAT,2001,96.34022
Qatar,QAT,2002,96.34022
Qatar,QAT,2003,96.34022
Qatar,QAT,2004,96.34022
Qatar,QAT,2005,96.34022
Qatar,QAT,2006,96.34022
Qatar,QAT,2007,96.34022
Qatar,QAT,2008,96.34022
Qatar,QAT,2009,96.68584
Qatar,QAT,2010,97.0315
Qatar,QAT,2011,97.3772
Qatar,QAT,2012,97.722946
Qatar,QAT,2013,97.57927
Qatar,QAT,2014,97.42227
Qatar,QAT,2015,97.26526
Qatar,QAT,2016,97.10822
Qatar,QAT,2017,96.951164
Qatar,QAT,2018,96.79409
Qatar,QAT,2019,96.63699
Qatar,QAT,2020,96.64294
Qatar,QAT,2021,96.64887
Qatar,QAT,2022,96.654816
Reunion,REU,2000,97.27297
Reunion,REU,2001,97.27297
Reunion,REU,2002,97.27297
Reunion,REU,2003,97.27297
Reunion,REU,2004,97.27297
Reunion,REU,2005,97.27297
Reunion,REU,2006,97.286514
Reunion,REU,2007,97.30006
Reunion,REU,2008,97.3136
Reunion,REU,2009,97.32714
Reunion,REU,2010,97.34068
Reunion,REU,2011,97.209755
Reunion,REU,2012,97.07879
Reunion,REU,2013,96.94778
Reunion,REU,2014,96.81673
Reunion,REU,2015,96.68564
Reunion,REU,2016,96.55451
Reunion,REU,2017,96.42335
Reunion,REU,2018,96.29214
Reunion,REU,2019,96.16089
Reunion,REU,2020,96.029594
Reunion,REU,2021,95.89827
Reunion,REU,2022,95.75359
Romania,ROU,2000,81.65202
Romania,ROU,2001,81.609
Romania,ROU,2002,81.588615
Romania,ROU,2003,81.62598
Romania,ROU,2004,81.66306
Romania,ROU,2005,81.700134
Romania,ROU,2006,81.73721
Romania,ROU,2007,81.77429
Romania,ROU,2008,81.81137
Romania,ROU,2009,81.84845
Romania,ROU,2010,81.88552
Romania,ROU,2011,81.9226
Romania,ROU,2012,81.92657
Romania,ROU,2013,81.91609
Romania,ROU,2014,81.90562
Romania,ROU,2015,81.90194
Romania,ROU,2016,81.90562
Romania,ROU,2017,81.91581
Romania,ROU,2018,81.93336
Romania,ROU,2019,81.957695
Romania,ROU,2020,81.98883
Romania,ROU,2021,82.02704
Romania,ROU,2022,82.07233
Russia,RUS,2000,74.74428
Russia,RUS,2001,74.74309
Russia,RUS,2002,74.78977
Russia,RUS,2003,74.84738
Russia,RUS,2004,74.90872
Russia,RUS,2005,74.96994
Russia,RUS,2006,75.03104
Russia,RUS,2007,75.092
Russia,RUS,2008,75.152855
Russia,RUS,2009,75.21329
Russia,RUS,2010,75.27389
Russia,RUS,2011,75.334366
Russia,RUS,2012,75.398674
Russia,RUS,2013,75.46647
Russia,RUS,2014,75.53827
Russia,RUS,2015,75.61346
Russia,RUS,2016,75.69224
Russia,RUS,2017,75.774574
Russia,RUS,2018,75.860115
Russia,RUS,2019,75.94883
Russia,RUS,2020,76.04064
Russia,RUS,2021,76.135506
Russia,RUS,2022,76.23311
Saint Barthelemy,BLM,2000,99.09897
Saint Barthelemy,BLM,2001,99.09897
Saint Barthelemy,BLM,2002,99.09897
Saint Barthelemy,BLM,2003,99.09897
Saint Barthelemy,BLM,2004,99.09897
Saint Barthelemy,BLM,2005,99.17019
Saint Barthelemy,BLM,2006,99.24143
Saint Barthelemy,BLM,2007,99.3127
Saint Barthelemy,BLM,2008,99.38399
Saint Barthelemy,BLM,2009,99.4553
Saint Barthelemy,BLM,2010,99.526634
Saint Barthelemy,BLM,2011,99.597984
Saint Barthelemy,BLM,2012,99.669365
Saint Barthelemy,BLM,2013,99.74077
Saint Barthelemy,BLM,2014,99.81219
Saint Barthelemy,BLM,2015,99.88364
Saint Barthelemy,BLM,2016,99.9551
Saint Barthelemy,BLM,2017,100
Saint Barthelemy,BLM,2018,100
Saint Barthelemy,BLM,2019,100
Saint Barthelemy,BLM,2020,100
Saint Barthelemy,BLM,2021,100
Saint Barthelemy,BLM,2022,100
Saint Helena,SHN,2002,88.6894
Saint Helena,SHN,2003,88.6894
Saint Helena,SHN,2004,88.6894
Saint Helena,SHN,2005,88.6894
Saint Helena,SHN,2006,88.6894
Saint Helena,SHN,2007,88.73442
Saint Helena,SHN,2008,88.77944
Saint Helena,SHN,2009,88.82446
Saint Helena,SHN,2010,88.86948
Saint Helena,SHN,2011,88.9145
Saint Helena,SHN,2012,88.95952
Saint Helena,SHN,2013,89.00454
Saint Helena,SHN,2014,89.04956
Saint Helena,SHN,2015,89.09458
Saint Helena,SHN,2016,89.1396
Saint Helena,SHN,2017,89.18462
Saint Helena,SHN,2018,89.22964
Saint Helena,SHN,2019,89.22964
Saint Helena,SHN,2020,89.22964
Saint Helena,SHN,2021,89.22964
Saint Helena,SHN,2022,89.22964
Saint Martin (French part),MAF,2000,96.7
Saint Martin (French part),MAF,2001,96.7
Saint Martin (French part),MAF,2002,96.7
Saint Martin (French part),MAF,2003,96.7
Saint Martin (French part),MAF,2004,96.7
Saint Martin (French part),MAF,2005,96.7
Saint Martin (French part),MAF,2006,96.7
Saint Martin (French part),MAF,2007,96.7
Saint Martin (French part),MAF,2008,96.7
Saint Martin (French part),MAF,2009,96.7
Saint Martin (French part),MAF,2010,96.69838
Saint Martin (French part),MAF,2011,96.692055
Saint Martin (French part),MAF,2012,96.68572
Saint Martin (French part),MAF,2013,96.6794
Saint Martin (French part),MAF,2014,96.673065
Saint Martin (French part),MAF,2015,96.66674
Saint Martin (French part),MAF,2016,96.66041
Saint Martin (French part),MAF,2017,96.65408
Saint Martin (French part),MAF,2018,96.64775
Saint Martin (French part),MAF,2019,96.641426
Saint Martin (French part),MAF,2020,96.63509
Saint Martin (French part),MAF,2021,96.62876
Saint Martin (French part),MAF,2022,96.62876
Saint Pierre and Miquelon,SPM,2007,83.1283
Saint Pierre and Miquelon,SPM,2008,83.1283
Saint Pierre and Miquelon,SPM,2009,83.1283
Saint Pierre and Miquelon,SPM,2010,83.1283
Saint Pierre and Miquelon,SPM,2011,83.1283
Saint Pierre and Miquelon,SPM,2012,83.1283
Saint Pierre and Miquelon,SPM,2013,83.1283
Saint Pierre and Miquelon,SPM,2014,83.1283
Saint Pierre and Miquelon,SPM,2015,83.1283
Saint Pierre and Miquelon,SPM,2016,83.1283
Saint Pierre and Miquelon,SPM,2017,83.1283
Saint Pierre and Miquelon,SPM,2018,83.1283
Saint Pierre and Miquelon,SPM,2019,83.1283
Saint Pierre and Miquelon,SPM,2020,83.1283
Samoa,WSM,2000,60.504856
Samoa,WSM,2001,60.530716
Samoa,WSM,2002,60.49463
Samoa,WSM,2003,60.425575
Samoa,WSM,2004,60.35709
Samoa,WSM,2005,60.473557
Samoa,WSM,2006,60.588886
Samoa,WSM,2007,60.70428
Samoa,WSM,2008,60.819508
Samoa,WSM,2009,60.93371
Samoa,WSM,2010,61.046913
Samoa,WSM,2011,61.15883
Samoa,WSM,2012,61.265396
Samoa,WSM,2013,61.513844
Samoa,WSM,2014,61.615078
Samoa,WSM,2015,61.71493
Samoa,WSM,2016,61.81374
Samoa,WSM,2017,61.912212
Samoa,WSM,2018,62.01586
Samoa,WSM,2019,62.07564
Samoa,WSM,2020,62.107063
Samoa,WSM,2021,62.145664
Samoa,WSM,2022,62.191715
San Marino,SMR,2000,100
San Marino,SMR,2001,100
San Marino,SMR,2002,100
San Marino,SMR,2003,100
San Marino,SMR,2004,100
San Marino,SMR,2005,100
San Marino,SMR,2006,100
San Marino,SMR,2007,100
San Marino,SMR,2008,100
San Marino,SMR,2009,100
San Marino,SMR,2010,100
San Marino,SMR,2011,100
San Marino,SMR,2012,100
San Marino,SMR,2013,100
San Marino,SMR,2014,100
San Marino,SMR,2015,100
San Marino,SMR,2016,100
San Marino,SMR,2017,100
San Marino,SMR,2018,100
San Marino,SMR,2019,100
San Marino,SMR,2020,100
San Marino,SMR,2021,100
San Marino,SMR,2022,100
Sao Tome and Principe,STP,2000,25.763308
Sao Tome and Principe,STP,2001,26.221447
Sao Tome and Principe,STP,2002,26.715313
Sao Tome and Principe,STP,2003,27.219223
Sao Tome and Principe,STP,2004,27.728031
Sao Tome and Principe,STP,2005,28.240631
Sao Tome and Principe,STP,2006,28.757452
Sao Tome and Principe,STP,2007,29.278362
Sao Tome and Principe,STP,2008,29.803219
Sao Tome and Principe,STP,2009,30.331274
Sao Tome and Principe,STP,2010,30.862951
Sao Tome and Principe,STP,2011,31.39778
Sao Tome and Principe,STP,2012,31.935879
Sao Tome and Principe,STP,2013,32.472206
Sao Tome and Principe,STP,2014,33.007347
Sao Tome and Principe,STP,2015,33.540966
Sao Tome and Principe,STP,2016,34.073025
Sao Tome and Principe,STP,2017,34.603508
Sao Tome and Principe,STP,2018,35.132385
Sao Tome and Principe,STP,2019,35.53753
Sao Tome and Principe,STP,2020,35.86638
Sao Tome and Principe,STP,2021,36.188213
Sao Tome and Principe,STP,2022,36.300694
Senegal,SEN,2000,20.02957
Senegal,SEN,2001,20.263725
Senegal,SEN,2002,20.497179
Senegal,SEN,2003,20.776388
Senegal,SEN,2004,21.091127
Senegal,SEN,2005,21.404764
Senegal,SEN,2006,21.717913
Senegal,SEN,2007,22.03026
Senegal,SEN,2008,22.3418
Senegal,SEN,2009,22.65223
Senegal,SEN,2010,22.962149
Senegal,SEN,2011,23.271248
Senegal,SEN,2012,23.579227
Senegal,SEN,2013,23.886383
Senegal,SEN,2014,24.19271
Senegal,SEN,2015,24.500572
Senegal,SEN,2016,24.809637
Senegal,SEN,2017,25.120453
Senegal,SEN,2018,25.432404
Senegal,SEN,2019,25.745743
Senegal,SEN,2020,26.060146
Senegal,SEN,2021,26.37587
Senegal,SEN,2022,26.69259
Serbia,SRB,2000,74.34195
Serbia,SRB,2001,74.38126
Serbia,SRB,2002,74.42055
Serbia,SRB,2003,74.459656
Serbia,SRB,2004,74.49904
Serbia,SRB,2005,74.538086
Serbia,SRB,2006,74.57712
Serbia,SRB,2007,74.616264
Serbia,SRB,2008,74.655235
Serbia,SRB,2009,74.69418
Serbia,SRB,2010,74.73295
